reporter_iso3,reporter_name,reference_year,gdp_current_usd,population_total,gdp_growth_annual_pct,trade_pct_of_gdp,has_gdp_data,has_population_data,has_gdp_growth_data,has_trade_pct_gdp_data
DNK,Denmark,2022,400114000000.0,5903037,0.443832615,131.9958249,True,True,True,True
DNK,Denmark,2023,404652000000.0,5946952,0.604587766,129.6253374,True,True,True,True
DNK,Denmark,2024,424525000000.0,5976992,3.477835931,131.765031,True,True,True,True
DOM,Dominican Republic,2015,70966782572.0,10434829,6.987711312,52.34712387,True,True,True,True
DOM,Dominican Republic,2016,75552902636.0,10551430,6.719740787,51.73065712,True,True,True,True
DOM,Dominican Republic,2017,79070274743.0,10666843,3.933861764,50.75953555,True,True,True,True
DOM,Dominican Republic,2018,84994732049.0,10782053,7.097516402,52.33517096,True,True,True,True
DOM,Dominican Republic,2019,89146130745.0,10894043,4.894030115,50.9129822,True,True,True,True
DOM,Dominican Republic,2020,78546672407.0,11008300,-7.929052342,44.73316135,True,True,True,True
DOM,Dominican Republic,2021,94850719517.0,11123476,14.01242891,51.95002273,True,True,True,True
DOM,Dominican Republic,2022,113478000000.0,11230734,5.237956529,54.37819767,True,True,True,True
DOM,Dominican Republic,2023,120456000000.0,11331265,2.192298482,49.84361318,True,True,True,True
DOM,Dominican Republic,2024,124282000000.0,11427557,4.953522045,51.7835144,True,True,True,True
DZA,Algeria,2015,187494000000.0,40019529,3.200000001,53.20462259,True,True,True,True
DZA,Algeria,2016,180764000000.0,40850721,3.9,49.76093279,True,True,True,True
DZA,Algeria,2017,189881000000.0,41689299,1.499999999,49.82081617,True,True,True,True
DZA,Algeria,2018,194554000000.0,42505035,1.400000001,52.43616768,True,True,True,True
DZA,Algeria,2019,193460000000.0,43294546,0.899999999,46.50684261,True,True,True,True
DZA,Algeria,2020,164873000000.0,44042091,-4.999999999,40.38975656,True,True,True,True
DZA,Algeria,2021,186231000000.0,44761099,3.799999999,46.83705926,True,True,True,True
DZA,Algeria,2022,225582000000.0,45477389,3.600000001,51.19008937,True,True,True,True
DZA,Algeria,2023,247924000000.0,46164219,4.1,43.73979845,True,True,True,True
DZA,Algeria,2024,269322000000.0,46814308,3.699999999,40.13457412,True,True,True,True
ECU,Ecuador,2015,97209558000.0,16266225,0.119692109,47.82803971,True,True,True,True
ECU,Ecuador,2016,97671433000.0,16505139,-0.687954246,40.5344918,True,True,True,True
ECU,Ecuador,2017,104467000000.0,16759519,5.97039881,43.61772332,True,True,True,True
ECU,Ecuador,2018,107479000000.0,17049547,1.044294607,48.00934762,True,True,True,True
ECU,Ecuador,2019,107596000000.0,17340021,0.165404465,48.08284949,True,True,True,True
ECU,Ecuador,2020,95865473000.0,17546065,-9.245096192,43.98931094,True,True,True,True
ECU,Ecuador,2021,107179000000.0,17682454,9.42189269,53.26127561,True,True,True,True
ECU,Ecuador,2022,116133000000.0,17823897,5.868423549,61.88079282,True,True,True,True
ECU,Ecuador,2023,120793000000.0,17980083,1.832840611,57.16269383,True,True,True,True
ECU,Ecuador,2024,123802000000.0,18135478,-1.944090225,57.44364482,True,True,True,True
EGY,"Egypt, Arab Rep.",2015,329367000000.0,99597342,4.372019078,34.84594296,True,True,True,True
EGY,"Egypt, Arab Rep.",2016,332442000000.0,101644589,4.346643456,30.24654905,True,True,True,True
EGY,"Egypt, Arab Rep.",2017,248363000000.0,103696057,4.181221,42.83213436,True,True,True,True
EGY,"Egypt, Arab Rep.",2018,262589000000.0,105682094,5.331108619,45.91101967,True,True,True,True
EGY,"Egypt, Arab Rep.",2019,318679000000.0,107553158,5.552093071,41.12401716,True,True,True,True
EGY,"Egypt, Arab Rep.",2020,383818000000.0,109315124,3.550164839,32.12625557,True,True,True,True
EGY,"Egypt, Arab Rep.",2021,424672000000.0,110957008,3.290646012,29.85697348,True,True,True,True
EGY,"Egypt, Arab Rep.",2022,476748000000.0,112618250,6.587845609,36.98310488,True,True,True,True
EGY,"Egypt, Arab Rep.",2023,395926000000.0,114535772,3.760280523,40.45040077,True,True,True,True
EGY,"Egypt, Arab Rep.",2024,389060000000.0,116538258,2.399169268,39.60075209,True,True,True,True
ERI,Eritrea,2015,,3105546,,,False,True,False,False
ERI,Eritrea,2016,,3124698,,,False,True,False,False
ERI,Eritrea,2017,,3150347,,,False,True,False,False
ERI,Eritrea,2018,,3192760,,,False,True,False,False
ERI,Eritrea,2019,,3240194,,,False,True,False,False
ERI,Eritrea,2020,,3291271,,,False,True,False,False
ERI,Eritrea,2021,,3350183,,,False,True,False,False
ERI,Eritrea,2022,,3409447,,,False,True,False,False
ERI,Eritrea,2023,,3470390,,,False,True,False,False
ERI,Eritrea,2024,,3535603,,,False,True,False,False
ESP,Spain,2015,1206160000000.0,46422303,4.060866725,63.58204122,True,True,True,True
ESP,Spain,2016,1243020000000.0,46458139,2.915155986,63.18867785,True,True,True,True
ESP,Spain,2017,1321750000000.0,46571232,2.896042079,66.16744614,True,True,True,True
ESP,Spain,2018,1431640000000.0,46782011,2.395411245,67.0094104,True,True,True,True
ESP,Spain,2019,1403500000000.0,47118501,1.961178508,66.36622504,True,True,True,True
ESP,Spain,2020,1289780000000.0,47359424,-10.94007064,59.44612801,True,True,True,True
ESP,Spain,2021,1461240000000.0,47443821,6.683144205,66.52458894,True,True,True,True
ESP,Spain,2022,1448850000000.0,47786102,6.370317121,78.46573387,True,True,True,True
ESP,Spain,2023,1619480000000.0,48352528,2.460857968,71.79763661,True,True,True,True
ESP,Spain,2024,1725670000000.0,48848840,3.455254056,69.95026124,True,True,True,True
EST,Estonia,2015,23311847751.0,1315407,1.838152629,148.5071571,True,True,True,True
EST,Estonia,2016,24561027788.0,1315790,3.093019208,147.7462327,True,True,True,True
EST,Estonia,2017,27469461919.0,1317384,5.63467249,144.6356509,True,True,True,True
EST,Estonia,2018,31222632741.0,1321977,3.699697562,143.4852249,True,True,True,True
EST,Estonia,2019,31873748770.0,1326898,3.726649435,140.352148,True,True,True,True
EST,Estonia,2020,31820771494.0,1329522,-2.883807515,137.3926413,True,True,True,True
EST,Estonia,2021,37201101171.0,1330932,8.254880446,160.4719223,True,True,True,True
EST,Estonia,2022,38226641740.0,1348840,-1.226169666,175.6871195,True,True,True,True
EST,Estonia,2023,41470344395.0,1370286,-2.744219146,154.5926171,True,True,True,True
EST,Estonia,2024,43130419829.0,1372341,-0.090042865,151.0377024,True,True,True,True
ETH,Ethiopia,2015,62103418182.0,103867135,10.39246301,39.65612414,True,True,True,True
ETH,Ethiopia,2016,68475871210.0,106718162,9.43348266,34.89902108,True,True,True,True
ETH,Ethiopia,2017,76366081767.0,109666481,9.564189658,31.10364949,True,True,True,True
ETH,Ethiopia,2018,83337901072.0,112664152,6.816147786,31.19936898,True,True,True,True
ETH,Ethiopia,2019,91834517114.0,115737383,8.364085731,28.81529393,True,True,True,True
ETH,Ethiopia,2020,98676811062.0,118917671,6.059530892,24.00611434,True,True,True,True
ETH,Ethiopia,2021,109071000000.0,122138588,5.641530693,24.34505747,True,True,True,True
ETH,Ethiopia,2022,123140000000.0,125384287,5.321759885,26.5954997,True,True,True,True
ETH,Ethiopia,2023,135874000000.0,128691692,6.594245991,20.59820151,True,True,True,True
ETH,Ethiopia,2024,149740000000.0,132059767,7.612774476,17.40043586,True,True,True,True
FIN,Finland,2015,233211000000.0,5479531,0.466503766,71.96182538,True,True,True,True
FIN,Finland,2016,238778000000.0,5495303,2.571934149,71.72221012,True,True,True,True
FIN,Finland,2017,253846000000.0,5508214,3.303370036,75.93878223,True,True,True,True
FIN,Finland,2018,273869000000.0,5515525,1.192977597,79.14361484,True,True,True,True
FIN,Finland,2019,267015000000.0,5521606,1.349738457,80.56415029,True,True,True,True
FIN,Finland,2020,270000000000.0,5529543,-2.491036055,72.1845956,True,True,True,True
FIN,Finland,2021,294223000000.0,5541017,2.676346415,79.78927819,True,True,True,True
FIN,Finland,2022,280253000000.0,5556106,0.763041913,94.56253405,True,True,True,True
FIN,Finland,2023,295192000000.0,5583911,-1.289734845,85.51418472,True,True,True,True
FIN,Finland,2024,298729000000.0,5619911,0.374566569,83.45102956,True,True,True,True
FJI,Fiji,2015,4682479894.0,918578,4.501200645,101.189049,True,True,True,True
FJI,Fiji,2016,4930213644.0,919166,2.445652024,97.17449058,True,True,True,True
FJI,Fiji,2017,5353469174.0,918759,5.35336435,97.02166253,True,True,True,True
FJI,Fiji,2018,5581425327.0,917180,3.81235094,103.2354199,True,True,True,True
FJI,Fiji,2019,5344907153.0,914899,-0.58194659,110.6961921,True,True,True,True
FJI,Fiji,2020,4227719873.0,914963,-17.18353526,78.07636518,True,True,True,True
FJI,Fiji,2021,4158873156.0,916711,-4.345961999,87.21593218,True,True,True,True
FJI,Fiji,2022,4977861886.0,919422,17.74512698,119.2137467,True,True,True,True
FJI,Fiji,2023,5476673518.0,924145,9.442458567,126.2821345,True,True,True,True
FJI,Fiji,2024,5968125909.0,928784,3.530858961,118.9628809,True,True,True,True
FRA,France,2015,2442480000000.0,66548272,1.066754748,63.5046872,True,True,True,True
FRA,France,2016,2470410000000.0,66724104,0.860031075,63.34275644,True,True,True,True
FRA,France,2017,2588870000000.0,66918020,2.08361486,65.39584816,True,True,True,True
FRA,France,2018,2781580000000.0,67158348,1.645908724,66.80226078,True,True,True,True
FRA,France,2019,2722790000000.0,67382061,2.027446464,66.42896073,True,True,True,True
FRA,France,2020,2647930000000.0,67601110,-7.440645899,58.83889072,True,True,True,True
FRA,France,2021,2966430000000.0,67842811,6.882337834,63.78848263,True,True,True,True
FRA,France,2022,2794790000000.0,68184457,2.716762642,75.9630078,True,True,True,True
FRA,France,2023,3056250000000.0,68372286,1.439214944,70.62614506,True,True,True,True
FRA,France,2024,3160440000000.0,68551653,1.190467983,68.10818754,True,True,True,True
FRO,Faroe Islands,2015,2573905971.0,48898,0.958001934,105.6106716,True,True,True,True
FRO,Faroe Islands,2016,2813278869.0,49463,1.386447959,104.552703,True,True,True,True
FRO,Faroe Islands,2017,2980057378.0,50179,3.512013675,107.2389084,True,True,True,True
FRO,Faroe Islands,2018,3188600927.0,50997,2.763709523,106.8746648,True,True,True,True
FRO,Faroe Islands,2019,3266432734.0,51790,4.538510287,108.623246,True,True,True,True
FRO,Faroe Islands,2020,3271813312.0,52561,-1.63732118,96.22419375,True,True,True,True
FRO,Faroe Islands,2021,3699551717.0,53291,5.066362916,103.4880371,True,True,True,True
FRO,Faroe Islands,2022,3615241801.0,53903,3.860999817,122.8633414,True,True,True,True
FRO,Faroe Islands,2023,3943131022.0,54398,3.158738723,113.3364008,True,True,True,True
FRO,Faroe Islands,2024,4052937170.0,54640,0.843716851,105.752803,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2015,312000000.0,108716,4.385964912,106.4102564,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2016,327000000.0,109075,1.260504202,100.6116208,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2017,361000000.0,109481,2.074688797,102.2160665,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2018,394000000.0,109909,0.406504065,105.8375635,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2019,395000000.0,110282,3.643724696,106.5822785,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2020,372902700.0,110916,-2.05703125,93.85826383,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2021,391601900.0,111624,3.099699283,90.39792708,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2022,415232900.0,112114,-3.114125011,104.760485,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2023,442975600.0,112630,1.130978001,95.26484077,True,True,True,True
FSM,"Micronesia, Fed. Sts.",2024,481121300.0,113160,2.301329236,96.44137559,True,True,True,True
GAB,Gabon,2015,14383107763.0,2040989,3.878899395,73.94978146,True,True,True,True
GAB,Gabon,2016,14023890265.0,2100306,2.091442208,70.13338106,True,True,True,True
GAB,Gabon,2017,14929487485.0,2156900,0.472642031,75.06874045,True,True,True,True
GAB,Gabon,2018,16867326402.0,2212318,0.837916581,77.0365977,True,True,True,True
GAB,Gabon,2019,16874405465.0,2267706,3.920808795,73.42808945,True,True,True,True
GAB,Gabon,2020,15342236164.0,2322539,-1.837761064,70.11405465,True,True,True,True
GAB,Gabon,2021,19444935097.0,2376722,1.467957315,85.34831221,True,True,True,True
GAB,Gabon,2022,20440655695.0,2430747,3.037614495,92.06308885,True,True,True,True
GAB,Gabon,2023,19388372071.0,2484789,2.43893665,91.47865332,True,True,True,True
GAB,Gabon,2024,20895684426.0,2538952,3.394038995,92.04680551,True,True,True,True
GBR,United Kingdom,2015,2945580000000.0,65087000,2.1404056,57.12504461,True,True,True,True
GBR,United Kingdom,2016,2706810000000.0,65606000,2.206520206,59.83953151,True,True,True,True
GBR,United Kingdom,2017,2699120000000.0,65964000,3.023222198,63.18992458,True,True,True,True
GBR,United Kingdom,2018,2897030000000.0,66287000,1.551330951,64.9097722,True,True,True,True
GBR,United Kingdom,2019,2875710000000.0,66628000,1.256298998,65.00356642,True,True,True,True
GBR,United Kingdom,2020,2724000000000.0,66740000,-10.04789664,59.1598893,True,True,True,True
GBR,United Kingdom,2021,3194560000000.0,66978000,8.543111845,58.53838629,True,True,True,True
GBR,United Kingdom,2022,3181240000000.0,67636000,5.149703885,69.19892644,True,True,True,True
GBR,United Kingdom,2023,3420800000000.0,68526000,0.271650048,64.99238417,True,True,True,True
GBR,United Kingdom,2024,3695540000000.0,69281000,1.080277169,62.83905204,True,True,True,True
GEO,Georgia,2015,15223796149.0,3725276,3.351023503,97.01631151,True,True,True,True
GEO,Georgia,2016,15444548902.0,3727505,3.45021518,94.92625284,True,True,True,True
GEO,Georgia,2017,16473125375.0,3728004,5.159902617,102.5842777,True,True,True,True
GEO,Georgia,2018,17902544881.0,3726549,6.062036413,109.8477406,True,True,True,True
GEO,Georgia,2019,17638337117.0,3720161,5.380719266,117.8100802,True,True,True,True
GEO,Georgia,2020,16010869216.0,3722716,-6.290471785,92.89108418,True,True,True,True
GEO,Georgia,2021,18853115589.0,3708610,10.64423366,101.6009075,True,True,True,True
GEO,Georgia,2022,24984568960.0,3712502,10.95853214,114.6954377,True,True,True,True
GEO,Georgia,2023,30777833601.0,3715483,7.832201266,107.1511792,True,True,True,True
GEO,Georgia,2024,34189423333.0,3812518,9.679793797,103.4564715,True,True,True,True
GHA,Ghana,2015,49436806230.0,28696068,2.120759338,76.52127092,True,True,True,True
GHA,Ghana,2016,56144179398.0,29356742,3.37346575,67.87699944,True,True,True,True
GHA,Ghana,2017,60385409435.0,30008354,8.128894881,70.54836529,True,True,True,True
GHA,Ghana,2018,67259353966.0,30637585,6.200077681,67.95851746,True,True,True,True
GHA,Ghana,2019,68352629246.0,31258945,6.507774794,76.82480273,True,True,True,True
GHA,Ghana,2020,70008243860.0,31887809,0.513941671,66.57549872,True,True,True,True
GHA,Ghana,2021,79514204730.0,32518665,5.076466435,62.70783091,True,True,True,True
GHA,Ghana,2022,73919003212.0,33149152,3.804849782,70.11545579,True,True,True,True
GHA,Ghana,2023,80547146876.0,33787914,3.140091001,64.38786153,True,True,True,True
GHA,Ghana,2024,83288585604.0,34427414,5.847468543,68.96687176,True,True,True,True
GIB,Gibraltar,2015,,33193,,,False,True,False,False
GIB,Gibraltar,2016,,33658,,,False,True,False,False
GIB,Gibraltar,2017,,34245,,,False,True,False,False
GIB,Gibraltar,2018,,34854,,,False,True,False,False
GIB,Gibraltar,2019,,35494,,,False,True,False,False
GIB,Gibraltar,2020,,36173,,,False,True,False,False
GIB,Gibraltar,2021,,36858,,,False,True,False,False
GIB,Gibraltar,2022,,37609,,,False,True,False,False
GIB,Gibraltar,2023,,38471,,,False,True,False,False
GIB,Gibraltar,2024,,39329,,,False,True,False,False
GIN,Guinea,2015,8794201743.0,11767070,3.825910569,72.44273075,True,True,True,True
GIN,Guinea,2016,8595955222.0,12073030,10.8206272,111.8394674,True,True,True,True
GIN,Guinea,2017,10324668271.0,12385659,10.30000534,101.2516338,True,True,True,True
GIN,Guinea,2018,11857030367.0,12704774,6.358491927,88.98411154,True,True,True,True
GIN,Guinea,2019,13442861496.0,13034346,5.616914469,78.41531323,True,True,True,True
GIN,Guinea,2020,14088693743.0,13371183,4.704590961,115.7652595,True,True,True,True
GIN,Guinea,2021,17069115738.0,13710513,5.582332811,115.1955328,True,True,True,True
GIN,Guinea,2022,19910452542.0,14055137,3.972407842,94.16527269,True,True,True,True
GIN,Guinea,2023,22407615556.0,14405468,5.541726686,95.82952676,True,True,True,True
GIN,Guinea,2024,25008678293.0,14754785,5.35004659,97.77781773,True,True,True,True
GMB,"Gambia, The",2015,1378176609.0,2224529,4.058073804,44.52237308,True,True,True,True
GMB,"Gambia, The",2016,1484578886.0,2283769,1.943359655,38.11408796,True,True,True,True
GMB,"Gambia, The",2017,1504909463.0,2342189,4.822611249,55.73357961,True,True,True,True
GMB,"Gambia, The",2018,1670671328.0,2399632,7.234890333,64.812464,True,True,True,True
GMB,"Gambia, The",2019,1813609692.0,2456844,6.22205316,55.99791162,True,True,True,True
GMB,"Gambia, The",2020,1812170891.0,2515733,0.591487288,47.39552017,True,True,True,True
GMB,"Gambia, The",2021,2014158842.0,2576010,5.255968788,42.0979828,True,True,True,True
GMB,"Gambia, The",2022,2204734528.0,2636470,5.49299823,44.72192154,True,True,True,True
GMB,"Gambia, The",2023,2382262185.0,2697845,5.916795766,39.96201735,True,True,True,True
GMB,"Gambia, The",2024,2404888738.0,2759988,5.551260658,42.17061721,True,True,True,True
GNB,Guinea-Bissau,2015,1152384167.0,1786457,6.134089362,54.37037559,True,True,True,True
GNB,Guinea-Bissau,2016,1245074264.0,1831893,5.432678265,54.30067305,True,True,True,True
GNB,Guinea-Bissau,2017,1469978606.0,1877072,4.663679439,56.91374759,True,True,True,True
GNB,Guinea-Bissau,2018,1554133594.0,1922168,3.761453596,55.01958904,True,True,True,True
GNB,Guinea-Bissau,2019,1596214680.0,1967696,5.327495711,49.9439055,True,True,True,True
GNB,Guinea-Bissau,2020,1705062170.0,2013255,2.891499798,42.88527042,True,True,True,True
GNB,Guinea-Bissau,2021,1907611288.0,2058841,5.0173096,44.82022428,True,True,True,True
GNB,Guinea-Bissau,2022,1856239955.0,2105529,5.4577609,45.99347237,True,True,True,True
GNB,Guinea-Bissau,2023,2076748678.0,2153339,4.630523646,42.43515152,True,True,True,True
GNB,Guinea-Bissau,2024,2197777210.0,2201352,4.409201072,40.37193426,True,True,True,True
GNQ,Equatorial Guinea,2015,13185496881.0,1453923,-9.110041149,98.87805917,True,True,True,True
GNQ,Equatorial Guinea,2016,11240808848.0,1508186,-8.816417232,92.60073072,True,True,True,True
GNQ,Equatorial Guinea,2017,12200913879.0,1562396,-5.667508505,102.4282583,True,True,True,True
GNQ,Equatorial Guinea,2018,13097012134.0,1616422,-6.236544067,103.6456816,True,True,True,True
GNQ,Equatorial Guinea,2019,11364133550.0,1670177,-5.481825379,94.87879243,True,True,True,True
GNQ,Equatorial Guinea,2020,9893816008.0,1716468,-4.791080834,77.92788464,True,True,True,True
GNQ,Equatorial Guinea,2021,12215878033.0,1758786,0.860269956,76.9666486,True,True,True,True
GNQ,Equatorial Guinea,2022,13687643436.0,1803545,3.223508317,81.81301614,True,True,True,True
GNQ,Equatorial Guinea,2023,12541814273.0,1847549,-7.425055317,60.68866268,True,True,True,True
GNQ,Equatorial Guinea,2024,13254388261.0,1892516,0.396225521,74.28949903,True,True,True,True
GRC,Greece,2015,194567000000.0,10820883,-0.228301892,65.27164546,True,True,True,True
GRC,Greece,2016,193097000000.0,10775971,-0.031794768,63.65754909,True,True,True,True
GRC,Greece,2017,200381000000.0,10754679,1.473124727,70.88249674,True,True,True,True
GRC,Greece,2018,213299000000.0,10732882,2.064672079,79.23799086,True,True,True,True
GRC,Greece,2019,207306000000.0,10721582,2.277180653,80.59009495,True,True,True,True
GRC,Greece,2020,191363000000.0,10698599,-9.196231497,70.29374646,True,True,True,True
GRC,Greece,2021,218304000000.0,10570130,8.65449786,88.01266545,True,True,True,True
GRC,Greece,2022,217990000000.0,10437805,5.521985806,108.1218432,True,True,True,True
GRC,Greece,2023,242946000000.0,10407351,2.13591132,92.47108829,True,True,True,True
GRC,Greece,2024,256238000000.0,10405134,2.086574338,89.77652794,True,True,True,True
GRD,Grenada,2015,997007407.4,114676,6.445223147,,True,True,True,False
GRD,Grenada,2016,1061640741.0,115130,3.739603956,,True,True,True,False
GRD,Grenada,2017,1125685185.0,115438,4.438675669,,True,True,True,False
GRD,Grenada,2018,1166514815.0,115691,4.361440394,,True,True,True,False
GRD,Grenada,2019,1213485185.0,115981,0.676511739,,True,True,True,False
GRD,Grenada,2020,1043411111.0,116341,-13.75662226,,True,True,True,False
GRD,Grenada,2021,1122222222.0,116688,4.697724023,,True,True,True,False
GRD,Grenada,2022,1224007407.0,116913,7.31023807,,True,True,True,False
GRD,Grenada,2023,1336418519.0,117081,4.526574975,,True,True,True,False
GRD,Grenada,2024,1351270370.0,117207,2.399647845,,True,True,True,False
GRL,Greenland,2015,2499113023.0,56114,-2.529318024,83.10138101,True,True,True,True
GRL,Greenland,2016,2707139544.0,56186,4.68195411,85.83767292,True,True,True,True
GRL,Greenland,2017,2851613679.0,56172,0.052728183,84.20725587,True,True,True,True
GRL,Greenland,2018,3055782146.0,56023,0.623065429,89.77669063,True,True,True,True
GRL,Greenland,2019,2997309972.0,56225,2.832177568,92.19075156,True,True,True,True
GRL,Greenland,2020,3089625554.0,56367,0.250789762,82.65950289,True,True,True,True
GRL,Greenland,2021,3293578468.0,56653,1.63409411,83.68385723,True,True,True,True
GRL,Greenland,2022,3152334772.0,56661,2.004555809,93.36513288,True,True,True,True
GRL,Greenland,2023,3326543974.0,56865,0.865961987,91.89009944,True,True,True,True
GRL,Greenland,2024,,56836,,,False,True,False,False
GTM,Guatemala,2015,62186066548.0,15971743,4.092171701,49.89345186,True,True,True,True
GTM,Guatemala,2016,66053408206.0,16268760,2.677803193,46.37273439,True,True,True,True
GTM,Guatemala,2017,71653780740.0,16567357,3.079851221,46.06940344,True,True,True,True
GTM,Guatemala,2018,73328356008.0,16845685,3.406873282,47.01168534,True,True,True,True
GTM,Guatemala,2019,77172331693.0,17103803,4.017898309,45.51673418,True,True,True,True
GTM,Guatemala,2020,77719468248.0,17357325,-1.785551176,41.1407594,True,True,True,True
GTM,Guatemala,2021,86455522273.0,17598650,8.041703989,49.26114944,True,True,True,True
GTM,Guatemala,2022,95609727056.0,17847877,4.154921966,54.44909646,True,True,True,True
GTM,Guatemala,2023,104298000000.0,18124838,3.52430434,48.32979785,True,True,True,True
GTM,Guatemala,2024,113216000000.0,18406359,3.715584538,47.30529814,True,True,True,True
GUM,Guam,2015,5799000000.0,164905,0.825688073,71.33988619,True,True,True,True
GUM,Guam,2016,5901000000.0,164233,0.181983621,70.41179461,True,True,True,True
GUM,Guam,2017,6013000000.0,163490,0.890099909,69.26658906,True,True,True,True
GUM,Guam,2018,6051000000.0,162679,-0.828231905,72.96314659,True,True,True,True
GUM,Guam,2019,6355000000.0,161808,2.523602033,78.06451613,True,True,True,True
GUM,Guam,2020,5916000000.0,162158,-10.51885957,63.67478026,True,True,True,True
GUM,Guam,2021,6234000000.0,163730,2.058183257,61.83830606,True,True,True,True
GUM,Guam,2022,6910000000.0,165180,5.099864262,71.86685962,True,True,True,True
GUM,Guam,2023,,166506,,,False,True,False,False
GUM,Guam,2024,,167777,,,False,True,False,False
GUY,Guyana,2015,4279840194.0,758781,0.687404591,,True,True,True,False
GUY,Guyana,2016,4482697337.0,763548,3.807456264,,True,True,True,False
GUY,Guyana,2017,4748174334.0,768479,3.734491546,,True,True,True,False
GUY,Guyana,2018,4787636998.0,791556,4.440912885,,True,True,True,False
GUY,Guyana,2019,5173760192.0,807665,5.352840035,,True,True,True,False
GUY,Guyana,2020,5471256595.0,807481,43.47965172,,True,True,True,False
GUY,Guyana,2021,8041362110.0,815482,20.05999756,,True,True,True,False
GUY,Guyana,2022,14718388489.0,821637,63.33463437,,True,True,True,False
GUY,Guyana,2023,16918503597.0,826353,33.79501112,,True,True,True,False
GUY,Guyana,2024,24662714628.0,831087,43.81927264,,True,True,True,False
HKG,"Hong Kong SAR, China",2015,309386000000.0,7291300,2.38780116,389.4059493,True,True,True,True
HKG,"Hong Kong SAR, China",2016,320860000000.0,7336600,2.175448203,371.7272318,True,True,True,True
HKG,"Hong Kong SAR, China",2017,341273000000.0,7393200,3.796109372,376.7956667,True,True,True,True
HKG,"Hong Kong SAR, China",2018,361731000000.0,7452600,2.846909227,376.8927735,True,True,True,True
HKG,"Hong Kong SAR, China",2019,363075000000.0,7507900,-1.67242866,353.7435211,True,True,True,True
HKG,"Hong Kong SAR, China",2020,344943000000.0,7481000,-6.544796405,350.679705,True,True,True,True
HKG,"Hong Kong SAR, China",2021,368954000000.0,7413100,6.454430383,402.4596815,True,True,True,True
HKG,"Hong Kong SAR, China",2022,358674000000.0,7346100,-3.685283593,384.88591,True,True,True,True
HKG,"Hong Kong SAR, China",2023,380762000000.0,7536100,3.150344618,353.1946089,True,True,True,True
HKG,"Hong Kong SAR, China",2024,408369000000.0,7524100,2.629368612,359.390663,True,True,True,True
HND,Honduras,2015,20979791685.0,9237305,3.840079971,107.2644054,True,True,True,True
HND,Honduras,2016,21717604952.0,9412380,3.892972197,99.81571695,True,True,True,True
HND,Honduras,2017,23136247991.0,9588137,4.842913911,101.8131111,True,True,True,True
HND,Honduras,2018,24067750760.0,9765210,3.84499477,103.5511622,True,True,True,True
HND,Honduras,2019,24882225742.0,9943633,2.559634346,99.45953525,True,True,True,True
HND,Honduras,2020,23352232484.0,10119640,-8.965082233,88.00085638,True,True,True,True
HND,Honduras,2021,28144331507.0,10289877,12.56528438,103.3726435,True,True,True,True
HND,Honduras,2022,31426041807.0,10463872,4.14356194,112.6985249,True,True,True,True
HND,Honduras,2023,34355805528.0,10644851,3.575847605,98.79197983,True,True,True,True
HND,Honduras,2024,36980171442.0,10825703,3.632407455,91.66941179,True,True,True,True
HRV,Croatia,2015,50999271059.0,4151725,2.320566793,90.6517861,True,True,True,True
HRV,Croatia,2016,52650804052.0,4106867,3.46613146,92.13934323,True,True,True,True
HRV,Croatia,2017,56182225079.0,4041407,3.284062694,97.24523446,True,True,True,True
HRV,Croatia,2018,61668280700.0,3988775,2.911071462,99.08458931,True,True,True,True
HRV,Croatia,2019,61467261345.0,3949390,3.102472853,101.3951116,True,True,True,True
HRV,Croatia,2020,57959824238.0,3914206,-8.310469953,89.54753271,True,True,True,True
HRV,Croatia,2021,69002262505.0,3878981,12.63127413,102.3276143,True,True,True,True
HRV,Croatia,2022,71196460237.0,3855641,7.294791149,125.4107938,True,True,True,True
HRV,Croatia,2023,85621337533.0,3859686,3.762040927,107.2778016,True,True,True,True
HRV,Croatia,2024,92981894168.0,3866200,3.825784401,104.9124032,True,True,True,True
HTI,Haiti,2015,14849629309.0,10523242,1.400000009,41.94573812,True,True,True,True
HTI,Haiti,2016,14069277526.0,10671457,1.812468078,41.41090222,True,True,True,True
HTI,Haiti,2017,15093357161.0,10817754,2.510271345,42.07454779,True,True,True,True
HTI,Haiti,2018,16403864618.0,10962362,1.667810955,45.1385763,True,True,True,True
HTI,Haiti,2019,15016090930.0,11105163,-1.723096998,44.56871878,True,True,True,True
HTI,Haiti,2020,14508222518.0,11243848,-3.30550547,37.41388013,True,True,True,True
HTI,Haiti,2021,20754978152.0,11374586,-1.798239889,33.41200268,True,True,True,True
HTI,Haiti,2022,20113007126.0,11503606,-1.681983969,29.77460748,True,True,True,True
HTI,Haiti,2023,19572288894.0,11637398,-1.863884203,25.24789849,True,True,True,True
HTI,Haiti,2024,24255657481.0,11772557,-4.184951048,18.65476178,True,True,True,True
