typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate,download_year,reporter_batch_number,download_timestamp
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,0,W00,World,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,3144504817.0,3144504817.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,4,AFG,Afghanistan,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,810471.0,810471.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,8,ALB,Albania,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,855681.0,855681.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,24,AGO,Angola,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,84568.0,84568.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,28,ATG,Antigua and Barbuda,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,7193.0,7193.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,31,AZE,Azerbaijan,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,4333596.0,4333596.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,32,ARG,Argentina,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,656694.0,656694.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,36,AUS,Australia,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,916077.0,916077.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,40,AUT,Austria,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,22005827.0,22005827.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,48,BHR,Bahrain,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,650257.0,650257.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,50,BGD,Bangladesh,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,3354569.0,3354569.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,51,ARM,Armenia,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,1105760.0,1105760.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,56,BEL,Belgium,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,20868256.0,20868256.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,68,BOL,Bolivia (Plurinational State of),0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,57645.0,57645.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,70,BIH,Bosnia Herzegovina,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,1524623.0,1524623.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,76,BRA,Brazil,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,523688.0,523688.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,96,BRN,Brunei Darussalam,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,2137.0,2137.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,100,BGR,Bulgaria,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,77766034.0,77766034.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,104,MMR,Myanmar,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,1389040.0,1389040.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,108,BDI,Burundi,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,40.0,40.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,112,BLR,Belarus,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,67811323.0,67811323.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,120,CMR,Cameroon,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,623573.0,623573.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,124,CAN,Canada,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,7826450.0,7826450.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,152,CHL,Chile,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,1144496.0,1144496.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,156,CHN,China,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,12399977.0,12399977.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,170,COL,Colombia,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,61888.0,61888.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,178,COG,Congo,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,46730.0,46730.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,191,HRV,Croatia,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,2137791.0,2137791.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,196,CYP,Cyprus,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,13608297.0,13608297.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,203,CZE,Czechia,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,79000746.0,79000746.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,204,BEN,Benin,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,0.0,14279.0,14279.0,0,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,208,DNK,Denmark,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,1421122.0,1421122.0,4,False,True,2021,6,2026-07-06 03:10:22
C,A,20210101,2021,52,2021,498,MDA,Rep. of Moldova,X,Export,214,DOM,Dominican Rep.,0,W00,World,H5,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,True,0.0,False,0.0,11332.0,11332.0,4,False,True,2021,6,2026-07-06 03:10:22
